t_id,tipo_entrada,coste,antelacion_de_compra,id_visitante
Training_10118481.jpg,Pase Anual,14.003708207777139,0,3
Training_15361067.jpg,Entrada Familiar,20.900902400347054,2,3
Training_16232328.jpg,Entrada Infantil,12.638039216497997,218,3
Training_27705571.jpg,Paquete VIP,18.491775434247742,39,3
Training_63766171.jpg,Entrada Familiar,18.23345770113666,135,3
Training_66555113.jpg,Entrada Infantil,19.404800499782606,75,3
Training_81499267.jpg,Pase Anual,27.838383863563397,198,3
Training_94007493.jpg,Entrada Infantil,20.05474307387698,273,3
Training_12950225.jpg,Pase Anual,25.96935205631775,357,3
Training_42955258.jpg,Pase Rápido,11.373023657347368,72,3
Training_50338135.jpg,Entrada Familiar,26.209559271482156,122,3
Training_65820611.jpg,Entrada Infantil,19.23047520322704,0,3
Training_8397060.jpg,Pase Rápido,13.943190078954323,3,3
Training_90069123.jpg,Pase Rápido,27.116167653135527,0,3
Training_28136915.jpg,Paquete VIP,19.258440861336084,248,3
Training_52516519.jpg,Entrada Infantil,24.253906395068036,0,3
Training_61794811.jpg,Entrada Infantil,13.299453234113894,159,3
Training_66142455.jpg,Paquete VIP,15.092083746634827,181,3
Training_72798447.jpg,Pase Anual,18.769333135135504,0,3
Training_78245467.jpg,Entrada Familiar,11.106088469717612,123,3
Training_83065372.jpg,Pase Rápido,11.643214779469597,12,3
Training_87355987.jpg,Entrada Individual,18.957712386138848,1,3
Training_88196061.jpg,Pase Anual,17.15280760794055,280,3
Training_29363112.jpg,Entrada Individual,8.301612916136905,36,3
Training_36501565.jpg,Pase Anual,22.249491668537242,0,3
Training_53284079.jpg,Pase Rápido,25.109256785308922,0,3
Training_53305606.jpg,Entrada Individual,22.619332199689474,214,3
Training_20716064.jpg,Paquete VIP,12.288869596598254,309,3
Training_61325993.jpg,Entrada Individual,15.072903288771906,172,3
Training_61564918.jpg,Entrada Familiar,25.52228122582886,2,3
Training_75082078.jpg,Entrada Infantil,17.05655867763243,183,3
PublicTest_43074366.jpg,Entrada Infantil,14.508845426998061,0,3
PublicTest_28123281.jpg,Paquete VIP,16.242386687660233,1,3
PublicTest_75651978.jpg,Paquete VIP,8.924983346329569,73,3
PrivateTest_92593957.jpg,Entrada Familiar,17.345897876913025,165,3
PrivateTest_98556225.jpg,Entrada Familiar,3.4271605507771383,334,3
Training_10120469.jpg,Entrada Individual,13.794902548550668,113,4
Training_15848209.jpg,Entrada Infantil,9.652370583348272,68,4
Training_19226789.jpg,Entrada Familiar,23.302232116539297,329,4
Training_2729866.jpg,Pase Rápido,15.87855006853796,251,4
Training_2978709.jpg,Pase Rápido,23.309342552160004,317,4
Training_50449072.jpg,Pase Anual,18.060325318373074,0,4
Training_59169722.jpg,Paquete VIP,23.155618075645855,340,4
Training_72552568.jpg,Paquete VIP,20.91247241675045,220,4
Training_8911067.jpg,Pase Rápido,15.043518366434611,46,4
Training_19237812.jpg,Entrada Infantil,25.287416109422004,0,4
Training_37488451.jpg,Entrada Individual,9.671369908715063,279,4
Training_4879752.jpg,Entrada Familiar,14.938078316931946,57,4
Training_94085355.jpg,Entrada Infantil,20.33534310360165,2,4
Training_99751984.jpg,Entrada Familiar,21.669856160040826,327,4
Training_20208912.jpg,Entrada Infantil,14.60535928281564,0,4
Training_21243772.jpg,Entrada Infantil,13.798008893574437,210,4
Training_30113079.jpg,Paquete VIP,19.207126104999197,311,4
Training_56543816.jpg,Entrada Infantil,17.38265642569943,68,4
Training_72647284.jpg,Entrada Familiar,16.00448811448599,0,4
Training_78312130.jpg,Paquete VIP,17.998304794361616,8,4
Training_85932660.jpg,Paquete VIP,14.503183329093467,264,4
Training_91534280.jpg,Entrada Familiar,17.515847630636983,103,4
Training_94534277.jpg,Entrada Infantil,22.707087140889186,283,4
Training_1204614.jpg,Entrada Infantil,18.05798035492054,1,4
Training_15524948.jpg,Pase Rápido,7.22222716797234,175,4
Training_57944429.jpg,Entrada Familiar,11.754042034693118,85,4
Training_68298637.jpg,Entrada Infantil,28.661324837415766,1,4
Training_72115626.jpg,Pase Rápido,10.67128793941382,257,4
Training_86279124.jpg,Paquete VIP,23.202148315891,69,4
Training_13319523.jpg,Entrada Familiar,29.501347581981207,307,4
Training_50683673.jpg,Pase Anual,23.172129245706692,358,4
Training_98409862.jpg,Entrada Familiar,18.476414974589627,198,4
PublicTest_93746530.jpg,Pase Anual,24.071929934697447,0,4
PrivateTest_65546158.jpg,Entrada Infantil,14.558657590857724,211,4
PublicTest_23782142.jpg,Entrada Infantil,22.220444744928237,107,4
PublicTest_35686529.jpg,Pase Anual,11.303996760742887,87,4
PublicTest_88046230.jpg,Paquete VIP,8.783010707972633,0,4
Training_10131352.jpg,Entrada Infantil,19.059901873087654,25,5
Training_15498699.jpg,Pase Rápido,17.918701764070143,273,5
Training_16538275.jpg,Pase Rápido,16.05195604549761,0,5
Training_27707888.jpg,Paquete VIP,13.066153694850758,84,5
Training_33408401.jpg,Entrada Familiar,19.18741087640996,360,5
Training_35899521.jpg,Entrada Individual,21.66912339644148,0,5
Training_46501880.jpg,Pase Rápido,18.89329348625639,139,5
Training_49106080.jpg,Pase Anual,18.943624994615224,0,5
Training_53661557.jpg,Paquete VIP,20.532686162308327,113,5
Training_81192903.jpg,Entrada Individual,14.08423339308465,0,5
Training_84325046.jpg,Pase Rápido,17.28987776005606,197,5
Training_90026754.jpg,Entrada Infantil,11.366779789569241,0,5
Training_91019189.jpg,Entrada Infantil,26.764680752849582,0,5
Training_96298080.jpg,Entrada Individual,9.63357462285771,210,5
Training_98000381.jpg,Pase Rápido,15.352778117271207,95,5
Training_18375779.jpg,Pase Rápido,11.016818989044733,0,5
Training_25912105.jpg,Paquete VIP,19.576751907419407,57,5
Training_33315056.jpg,Entrada Infantil,9.088698950264485,277,5
Training_5453423.jpg,Pase Anual,24.816412097014783,346,5
Training_77982832.jpg,Pase Rápido,14.762857521923866,204,5
Training_12918469.jpg,Paquete VIP,7.666162603842954,179,5
Training_14078248.jpg,Pase Rápido,12.23962877804394,27,5
Training_36557536.jpg,Paquete VIP,17.031803951077105,175,5
Training_36725406.jpg,Entrada Familiar,15.23326981914089,0,5
Training_41454428.jpg,Entrada Infantil,19.66905786535031,130,5
Training_69898122.jpg,Entrada Familiar,18.962376486533167,138,5
Training_9925349.jpg,Entrada Familiar,12.231921333943669,32,5
Training_13009130.jpg,Entrada Familiar,21.701477734041056,0,5
Training_21050219.jpg,Paquete VIP,15.076840382588284,320,5
