t_id;procedencia;tipo
Training_10118481.jpg;Filipinas;3
Training_15361067.jpg;España;3
Training_16232328.jpg;Puerto Rico;3
Training_27705571.jpg;Paraguay;3
Training_63766171.jpg;Argentina;3
Training_66555113.jpg;España;3
Training_81499267.jpg;República Dominicana;3
Training_94007493.jpg;Jamaica;3
Training_12950225.jpg;España;3
Training_42955258.jpg;España;3
Training_50338135.jpg;Ecuador;3
Training_65820611.jpg;Haití;3
Training_8397060.jpg;Chile;3
Training_90069123.jpg;España;3
Training_28136915.jpg;España;3
Training_52516519.jpg;Filipinas;3
Training_61794811.jpg;España;3
Training_66142455.jpg;Brasil;3
Training_72798447.jpg;España;3
Training_78245467.jpg;Canadá;3
Training_83065372.jpg;Canadá;3
Training_87355987.jpg;Argentina;3
Training_88196061.jpg;Honduras;3
Training_29363112.jpg;Alemania;3
Training_36501565.jpg;El Salvador;3
Training_53284079.jpg;España;3
Training_53305606.jpg;España;3
Training_20716064.jpg;España;3
Training_61325993.jpg;El Salvador;3
Training_61564918.jpg;Colombia;3
Training_75082078.jpg;España;3
PublicTest_43074366.jpg;Haití;3
PublicTest_28123281.jpg;España;3
PublicTest_75651978.jpg;España;3
PrivateTest_92593957.jpg;España;3
PrivateTest_98556225.jpg;España;3
Training_10120469.jpg;India;4
Training_15848209.jpg;Panamá;4
Training_19226789.jpg;España;4
Training_2729866.jpg;Puerto Rico;4
Training_2978709.jpg;Perú;4
Training_50449072.jpg;Argentina;4
Training_59169722.jpg;Puerto Rico;4
Training_72552568.jpg;España;4
Training_8911067.jpg;Guinea-Bissau;4
Training_19237812.jpg;China;4
Training_37488451.jpg;Jamaica;4
Training_4879752.jpg;Colombia;4
Training_94085355.jpg;Paraguay;4
Training_99751984.jpg;Venezuela;4
Training_20208912.jpg;Argentina;4
Training_21243772.jpg;India;4
Training_30113079.jpg;Canadá;4
Training_56543816.jpg;Haití;4
Training_72647284.jpg;Paraguay;4
Training_78312130.jpg;Guinea-Bissau;4
Training_85932660.jpg;Haití;4
Training_91534280.jpg;Puerto Rico;4
Training_94534277.jpg;España;4
Training_1204614.jpg;España;4
Training_15524948.jpg;Filipinas;4
Training_57944429.jpg;Haití;4
Training_68298637.jpg;Haití;4
Training_72115626.jpg;España;4
Training_86279124.jpg;Ecuador;4
Training_13319523.jpg;Paraguay;4
Training_50683673.jpg;España;4
Training_98409862.jpg;Brasil;4
PublicTest_93746530.jpg;Puerto Rico;4
PrivateTest_65546158.jpg;Chile;4
PublicTest_23782142.jpg;Chile;4
PublicTest_35686529.jpg;Italia;4
PublicTest_88046230.jpg;Guinea Ecuatorial;4
Training_10131352.jpg;España;5
Training_15498699.jpg;Cuba;5
Training_16538275.jpg;España;5
Training_27707888.jpg;Puerto Rico;5
Training_33408401.jpg;Cuba;5
Training_35899521.jpg;España;5
Training_46501880.jpg;Paraguay;5
Training_49106080.jpg;España;5
Training_53661557.jpg;España;5
Training_81192903.jpg;España;5
Training_84325046.jpg;Brasil;5
Training_90026754.jpg;Cuba;5
Training_91019189.jpg;Chile;5
Training_96298080.jpg;Uruguay;5
Training_98000381.jpg;España;5
Training_18375779.jpg;Guinea Ecuatorial;5
Training_25912105.jpg;Italia;5
Training_33315056.jpg;Filipinas;5
Training_5453423.jpg;Uruguay;5
Training_77982832.jpg;República Dominicana;5
Training_12918469.jpg;España;5
Training_14078248.jpg;Bolivia;5
Training_36557536.jpg;Bolivia;5
Training_36725406.jpg;Estados Unidos;5
Training_41454428.jpg;Estados Unidos;5
Training_69898122.jpg;Haití;5
Training_9925349.jpg;España;5
Training_13009130.jpg;Italia;5
Training_21050219.jpg;Perú;5
Training_29858227.jpg;España;5
Training_70265936.jpg;China;5
Training_83848798.jpg;España;5
Training_47173336.jpg;India;5
Training_55847949.jpg;España;5
Training_93101774.jpg;Francia;5
PublicTest_43169549.jpg;El Salvador;5
Training_10161559.jpg;España;6
Training_25957924.jpg;República Dominicana;6
Training_25979060.jpg;Guinea Ecuatorial;6
Training_30337890.jpg;España;6
Training_44830316.jpg;España;6
Training_51885310.jpg;España;6
Training_60986125.jpg;Puerto Rico;6
Training_62362932.jpg;España;6
Training_6971336.jpg;España;6
Training_22868376.jpg;España;6
Training_26552601.jpg;España;6
Training_28677017.jpg;Brasil;6
Training_42037605.jpg;España;6
Training_70760624.jpg;Uruguay;6
Training_87335410.jpg;China;6
Training_12302906.jpg;Alemania;6
Training_36695637.jpg;Haití;6
Training_5349872.jpg;Haití;6
Training_6008930.jpg;Guinea-Bissau;6
Training_77128306.jpg;Uruguay;6
Training_77465577.jpg;Panamá;6
Training_91592034.jpg;Paraguay;6
Training_3119601.jpg;Argentina;6
Training_25660075.jpg;España;6
Training_2900169.jpg;España;6
Training_7920978.jpg;El Salvador;6
Training_96149283.jpg;Uruguay;6
Training_17123874.jpg;España;6
PublicTest_24489785.jpg;España;6
PublicTest_85118178.jpg;España;6
Training_1021836.jpg;Canadá;7
Training_15466417.jpg;Colombia;7
Training_19595003.jpg;Costa Rica;7
Training_54086407.jpg;España;7
Training_73833007.jpg;España;7
Training_81699068.jpg;China;7
Training_9570645.jpg;Filipinas;7
Training_98997562.jpg;Haití;7
Training_13292144.jpg;España;7
Training_15309290.jpg;España;7
Training_29017000.jpg;Argentina;7
Training_74697679.jpg;Guatemala;7
Training_82880182.jpg;España;7
Training_18787866.jpg;Ecuador;7
Training_22275808.jpg;Guinea-Bissau;7
Training_28451921.jpg;Bolivia;7
Training_28801334.jpg;Guinea-Bissau;7
Training_31446845.jpg;Francia;7
Training_32034953.jpg;Alemania;7
Training_46757857.jpg;Colombia;7
Training_5937598.jpg;España;7
Training_64648532.jpg;México;7
Training_11758836.jpg;España;7
Training_12134104.jpg;Estados Unidos;7
Training_12498684.jpg;Filipinas;7
Training_21161378.jpg;España;7
Training_58665762.jpg;Venezuela;7
Training_16553115.jpg;España;7
Training_21297515.jpg;Uruguay;7
PublicTest_82925571.jpg;Alemania;7
PublicTest_46731402.jpg;España;7
PrivateTest_53534458.jpg;Alemania;7
PrivateTest_80960922.jpg;España;7
Training_10269675.jpg;Cuba;8
Training_11576563.jpg;Brasil;8
Training_11990539.jpg;España;8
Training_18766042.jpg;España;8
Training_22662478.jpg;Haití;8
Training_23854394.jpg;Nicaragua;8
Training_96672251.jpg;España;8
Training_23759223.jpg;Haití;8
Training_3573297.jpg;Bolivia;8
Training_58353816.jpg;Bolivia;8
Training_6044803.jpg;India;8
Training_80735344.jpg;Ecuador;8
Training_85976655.jpg;Guinea Ecuatorial;8
Training_90019797.jpg;Haití;8
Training_22805885.jpg;China;8
Training_48006396.jpg;Italia;8
Training_93177841.jpg;España;8
Training_13658077.jpg;República Dominicana;8
Training_15858912.jpg;España;8
Training_27035614.jpg;China;8
Training_24360152.jpg;España;8
Training_39551863.jpg;Italia;8
Training_64798486.jpg;República Dominicana;8
PublicTest_82552414.jpg;Cuba;8
PublicTest_22477942.jpg;Honduras;8
PublicTest_32658045.jpg;Guatemala;8
PrivateTest_49758740.jpg;España;8
PublicTest_90946837.jpg;Argentina;8
PrivateTest_44387244.jpg;Honduras;8
PrivateTest_98453427.jpg;El Salvador;8
Training_10278738.jpg;Panamá;9
Training_14054767.jpg;República Dominicana;9
Training_14621559.jpg;Italia;9
Training_1500617.jpg;Italia;9
Training_22407840.jpg;Chile;9
Training_25941890.jpg;Trinidad y Tobago;9
Training_3480868.jpg;España;9
Training_35227874.jpg;Brasil;9
Training_38557671.jpg;Guinea-Bissau;9
Training_43485342.jpg;El Salvador;9
Training_44019301.jpg;Guatemala;9
Training_59953801.jpg;Francia;9
Training_63330481.jpg;Honduras;9
Training_79786106.jpg;España;9
Training_81438547.jpg;España;9
Training_27972185.jpg;Chile;9
Training_3082951.jpg;Canadá;9
Training_30962418.jpg;China;9
Training_40636222.jpg;República Dominicana;9
Training_49607398.jpg;Puerto Rico;9
Training_55213475.jpg;Costa Rica;9
Training_80171012.jpg;Venezuela;9
Training_9433235.jpg;Brasil;9
Training_11164844.jpg;Colombia;9
Training_14669195.jpg;España;9
Training_21590511.jpg;España;9
Training_47828209.jpg;España;9
Training_48142094.jpg;China;9
Training_48209345.jpg;Honduras;9
Training_77976444.jpg;Bolivia;9
Training_96866302.jpg;España;9
Training_53161413.jpg;España;9
PublicTest_90129237.jpg;Cuba;9
PublicTest_32023453.jpg;El Salvador;9
PrivateTest_52900614.jpg;España;9
PublicTest_48364789.jpg;Panamá;9
PrivateTest_29873933.jpg;Colombia;9
PublicTest_69843457.jpg;El Salvador;9
PrivateTest_71175068.jpg;Brasil;9
PublicTest_92242142.jpg;Jamaica;9
Training_10290703.jpg;España;10
Training_19103814.jpg;España;10
Training_27785233.jpg;Filipinas;10
Training_36795431.jpg;China;10
Training_43438109.jpg;España;10
Training_56677459.jpg;Nicaragua;10
Training_64388896.jpg;Colombia;10
Training_64992219.jpg;China;10
Training_74292043.jpg;Ecuador;10
Training_90018042.jpg;España;10
Training_17997300.jpg;Paraguay;10
Training_29782340.jpg;Italia;10
Training_40907405.jpg;España;10
Training_42312801.jpg;Chile;10
Training_55945756.jpg;Brasil;10
Training_74264970.jpg;Puerto Rico;10
Training_94131837.jpg;España;10
Training_98459017.jpg;España;10
Training_12375272.jpg;España;10
Training_13990170.jpg;México;10
Training_46120187.jpg;India;10
Training_52023624.jpg;Italia;10
Training_90487023.jpg;Trinidad y Tobago;10
Training_99605415.jpg;Guinea Ecuatorial;10
Training_22002519.jpg;España;10
Training_27185781.jpg;Guinea-Bissau;10
Training_49115160.jpg;España;10
Training_75065805.jpg;Guatemala;10
Training_83332359.jpg;México;10
Training_24953459.jpg;España;10
Training_40135555.jpg;España;10
Training_58533722.jpg;Cuba;10
PublicTest_49302808.jpg;España;10
PublicTest_91481838.jpg;Haití;10
PrivateTest_21475770.jpg;España;10
PublicTest_10709121.jpg;Francia;10
Training_10295477.jpg;Bolivia;11
Training_14417147.jpg;Francia;11
Training_15311033.jpg;Cuba;11
Training_30549878.jpg;Trinidad y Tobago;11
Training_37967715.jpg;El Salvador;11
Training_43678585.jpg;Italia;11
Training_52020878.jpg;Francia;11
Training_6506913.jpg;Estados Unidos;11
Training_6815405.jpg;España;11
Training_73990468.jpg;El Salvador;11
Training_87636016.jpg;Bolivia;11
Training_87875595.jpg;Venezuela;11
Training_96859053.jpg;Alemania;11
Training_18811387.jpg;Ecuador;11
Training_30944761.jpg;Panamá;11
Training_56563285.jpg;Trinidad y Tobago;11
Training_97922976.jpg;España;11
Training_98930348.jpg;España;11
Training_12630394.jpg;Ecuador;11
Training_51683025.jpg;República Dominicana;11
Training_55338326.jpg;Uruguay;11
Training_57684401.jpg;España;11
Training_64809371.jpg;España;11
Training_66460314.jpg;España;11
Training_90810939.jpg;España;11
Training_92216142.jpg;Bolivia;11
Training_95890455.jpg;Francia;11
Training_97834497.jpg;Nicaragua;11
Training_18417999.jpg;España;11
Training_99019653.jpg;España;11
Training_28852731.jpg;Haití;11
Training_15146606.jpg;España;11
PrivateTest_56425128.jpg;Estados Unidos;11
PublicTest_25271883.jpg;Honduras;11
PublicTest_66548039.jpg;Guinea-Bissau;11
PublicTest_24738517.jpg;España;11
Training_10315441.jpg;España;12
Training_14525872.jpg;España;12
Training_31734020.jpg;Trinidad y Tobago;12
Training_32392069.jpg;Perú;12
Training_3598867.jpg;Alemania;12
Training_38455066.jpg;República Dominicana;12
Training_40376269.jpg;Uruguay;12
Training_46004786.jpg;Guatemala;12
Training_51021087.jpg;España;12
Training_56803130.jpg;El Salvador;12
Training_7326263.jpg;Alemania;12
Training_8913468.jpg;Italia;12
Training_94952701.jpg;España;12
Training_95101318.jpg;España;12
Training_16906911.jpg;España;12
Training_20052779.jpg;Brasil;12
Training_20431293.jpg;España;12
Training_6000078.jpg;España;12
Training_75208855.jpg;España;12
Training_977035.jpg;Bolivia;12
Training_31040721.jpg;España;12
Training_44116654.jpg;España;12
Training_55890999.jpg;España;12
Training_63766664.jpg;Guatemala;12
Training_72115913.jpg;Perú;12
Training_73165240.jpg;Colombia;12
Training_88607818.jpg;Colombia;12
Training_16541992.jpg;España;12
Training_21671343.jpg;Paraguay;12
Training_2885251.jpg;Guinea Ecuatorial;12
Training_36998606.jpg;Alemania;12
Training_61076514.jpg;Bolivia;12
Training_85921516.jpg;Ecuador;12
Training_73972027.jpg;Haití;12
Training_97152761.jpg;España;12
PublicTest_55521436.jpg;Costa Rica;12
PrivateTest_70820178.jpg;Guinea-Bissau;12
Training_10316849.jpg;España;13
Training_13325591.jpg;India;13
Training_24061789.jpg;Canadá;13
Training_29485725.jpg;Nicaragua;13
Training_32846605.jpg;España;13
Training_5066738.jpg;España;13
Training_52570744.jpg;Honduras;13
Training_60016886.jpg;Guatemala;13
Training_64909824.jpg;Brasil;13
Training_74905937.jpg;España;13
Training_85348715.jpg;Perú;13
Training_87929279.jpg;España;13
Training_31858383.jpg;El Salvador;13
Training_33739300.jpg;Puerto Rico;13
Training_6507114.jpg;Puerto Rico;13
Training_85481673.jpg;Cuba;13
Training_26702987.jpg;Guinea-Bissau;13
Training_27185926.jpg;Cuba;13
Training_3241567.jpg;El Salvador;13
Training_49275548.jpg;Haití;13
Training_51719990.jpg;Puerto Rico;13
Training_68796397.jpg;Bolivia;13
Training_74793686.jpg;Alemania;13
Training_44671870.jpg;España;13
Training_70947641.jpg;Cuba;13
Training_73979475.jpg;Guatemala;13
Training_76933580.jpg;Guinea Ecuatorial;13
